match_id,radiant_win
996124,0
996145,1
996144,1
996107,1
996115,1
996116,0
996125,0
996077,1
996095,0
996096,1
996092,0
996105,1
996134,0
996082,1
996103,1
996085,0
996097,0
996088,1
996067,0
996068,1
996070,1
996034,0
996045,0
996064,1
996071,1
996049,1
996046,1
996047,1
996044,1
996048,1
996051,1
996061,0
996010,0
996007,1
996000,1
996022,0
996018,1
996003,1
996017,0
996028,0
996035,1
996020,1
995987,1
996006,1
995999,1
996015,0
995997,1
996011,0
996004,0
995996,1
995980,1
995982,1
995977,0
995978,0
995961,1
995965,1
995963,1
995975,1
995949,1
995964,1
995966,1
995962,1
995959,1
995953,1
995967,0
995942,1
995943,1
995944,1
995938,0
995936,0
995937,0
995915,1
995923,0
995924,1
995921,1
995929,0
995930,1
995931,1
995903,0
995893,1
995906,0
995904,1
995891,1
995898,0
995914,0
995894,0
995892,1
995917,1
995887,1
995853,1
995860,1
995869,0
995842,1
995861,1
995834,0
995880,0
995870,0
995859,0
995862,0
995829,1
995826,1
995851,0
995845,0
995841,0
995852,0
995820,1
995825,0
995833,1
995795,1
995838,0
995843,0
995821,0
995827,1
995828,1
995819,0
995817,1
995798,0
995812,0
995776,0
995760,1
995814,0
995789,1
995807,1
995796,0
995761,1
995808,0
995806,0
995764,0
995800,0
995770,1
995780,1
995811,0
995784,0
995767,0
995788,1
995768,1
995759,1
995779,0
995762,0
995790,1
995758,1
995750,1
995747,0
995737,1
995745,1
995744,1
995741,1
995730,0
995727,1
995713,1
995712,0
995714,1
995718,0
995701,1
995690,1
995722,1
995695,1
995711,1
995705,0
995685,0
995679,0
995682,1
995693,1
995691,1
995647,0
995651,0
995677,1
995650,0
995660,1
995652,1
995661,0
995665,0
995675,1
995639,0
995646,0
995638,0
995636,0
995610,0
995621,1
995620,1
995619,1
995627,0
995629,0
995622,1
995626,1
995600,1
995628,0
995607,0
995598,0
995565,1
995597,1
995591,0
995593,1
995576,0
995563,0
995569,1
995574,1
995564,1
995566,1
995573,0
995555,0
995553,1
995551,0
995550,1
995558,1
995530,1
995539,0
995544,0
995541,0
995542,0
995535,0
995533,1
995526,1
995538,0
995509,1
995525,0
995518,0
995516,1
995521,1
995524,0
995512,1
995515,1
995514,0
995513,1
995508,1
995507,0
995506,0
995502,1
995478,1
995481,1
995496,0
995497,1
995499,1
995485,0
995480,1
995491,0
995477,1
995482,1
995494,0
995483,1
995468,1
995470,1
995495,0
995455,0
995451,1
995445,0
995436,1
995438,1
995419,0
995429,0
995421,1
995424,1
995425,1
995406,1
995373,0
995397,0
995399,1
995400,1
995354,0
995410,0
995387,0
995378,0
995385,1
995407,0
995377,0
995367,0
995375,0
995372,0
995384,1
995366,1
995376,1
995389,1
995411,1
995362,0
995379,1
995374,1
995382,0
995331,0
995351,0
995349,1
995358,0
995327,0
995361,0
995338,0
995336,0
995334,0
995319,1
995348,0
995343,0
995342,1
995325,0
995284,0
995309,1
995302,0
995301,0
995312,0
995317,1
995303,0
995289,0
995286,1
995290,1
995288,1
995298,0
995283,0
995285,0
995308,0
995297,0
995304,1
995263,1
995262,0
995268,1
995261,0
995254,1
995256,0
995245,0
995228,0
995231,0
995238,0
995225,0
995227,1
995219,1
995226,0
995209,1
995211,1
995217,0
995232,0
995213,0
995192,0
995199,0
995196,0
995193,0
995197,1
995206,0
995161,1
995194,1
995189,0
995185,1
995191,0
995187,1
995159,1
995155,1
995156,1
995164,0
995160,1
995163,0
995157,1
995153,0
995183,0
995173,1
995129,0
995119,1
995151,1
995147,0
995146,0
995115,0
995111,0
995135,1
995122,0
995128,0
995112,1
995113,0
995150,1
995091,0
995104,1
995102,0
995095,0
995080,1
995049,0
995061,1
995084,1
995085,1
995087,1
995075,0
995057,1
995043,0
995073,0
995052,1
995079,1
995059,1
995078,0
995074,0
995029,1
995058,1
995063,1
995076,0
995072,0
995016,0
995038,0
995010,1
995046,0
995071,1
995028,1
995030,1
995006,0
995002,0
995018,0
995003,1
995023,0
995021,1
995017,1
994999,1
995004,1
994971,1
994956,0
994992,0
994951,0
994986,0
994962,0
994991,1
994983,0
994995,0
994980,1
994955,0
994959,0
994953,1
994954,0
994970,1
994972,1
994945,0
994979,0
994937,1
994938,1
994936,1
994925,0
994930,1
994932,1
994920,1
994922,0
994924,1
994927,0
994907,0
994921,1
994888,0
994853,0
994893,1
994894,1
994889,0
994887,0
994868,0
994890,0
994903,1
994897,0
994882,0
994904,1
994854,0
994870,1
994881,1
994866,0
994863,0
994862,1
994841,0
994861,1
994842,0
994852,1
994874,1
994837,1
994856,1
994879,0
994821,1
994840,1
994830,1
994823,1
994819,1
994817,1
994827,1
994791,0
994816,1
994784,1
994757,1
994805,1
994803,0
994792,0
994797,0
994814,1
994815,0
994813,1
994794,0
994793,1
994777,1
994783,1
994773,1
994775,0
994772,0
994786,1
994749,1
994778,1
994769,1
994764,0
994767,1
994770,1
994768,1
994724,1
994752,0
994741,1
994740,1
994729,0
994743,0
994733,1
994735,1
994745,1
994742,0
994722,0
994703,0
994734,1
994726,1
994706,0
994736,1
994696,1
994710,1
994716,0
994694,0
994686,1
994711,0
994700,0
994690,0
994713,1
994683,0
994689,0
994695,0
994674,1
994680,0
994687,1
994720,1
994704,1
994707,1
994666,0
994664,0
994675,1
994678,1
994660,1
994661,0
994677,1
994654,0
994645,0
994650,0
994636,1
994624,0
994630,0
994617,1
994619,1
994627,0
994616,1
994593,0
994634,1
994564,0
994610,1
994632,0
994557,0
994594,1
994591,0
994550,0
994576,0
994551,0
994568,0
994567,0
994584,0
994559,1
994563,0
994553,0
994587,0
994539,1
994580,1
994546,0
994543,0
994519,0
994528,1
994529,1
994510,1
994486,0
994504,1
994514,0
994507,1
994511,0
994506,0
994509,1
994488,0
994494,0
994500,0
994491,0
994481,0
994495,0
994445,1
994444,1
994493,1
994424,0
994421,0
994475,0
994479,0
994458,1
994464,1
994448,1
994471,1
994435,0
994459,0
994456,1
994443,1
994465,1
994478,0
994476,1
994428,0
994461,0
994432,1
994420,0
994417,0
994412,1
994415,0
994395,1
994404,1
994407,1
994406,1
994405,1
994401,0
994394,0
994393,1
994354,1
994353,0
994383,0
994355,1
994359,1
994373,1
994369,1
994375,0
994374,1
994372,0
994357,0
994364,1
994365,1
994343,1
994362,1
994360,1
994358,1
994363,1
994352,1
994349,0
994340,1
994350,0
994333,0
994348,0
994324,1
994323,1
994320,0
994330,0
994311,1
994321,1
994334,0
994306,0
994313,1
994331,1
994314,0
994292,1
994307,1
994298,0
994303,1
994302,1
994272,0
994295,1
994288,0
994297,1
994286,1
994289,0
994287,0
994291,0
994282,0
994265,0
994285,0
994277,1
994271,1
994275,0
994259,1
994270,1
994269,1
994255,0
994220,1
994261,1
994244,1
994253,1
994254,1
994252,1
994247,0
994228,0
994235,0
994224,0
994243,1
994234,0
994219,1
994217,0
994251,1
994218,0
994209,0
994212,1
994232,0
994204,1
994195,1
994202,1
994231,1
994180,1
994201,1
994186,1
994185,1
994194,1
994179,0
994192,0
994171,1
994168,1
994167,0
994162,0
994131,1
994128,0
994143,0
994156,1
994142,1
994137,0
994151,1
994135,0
994136,1
994134,1
994152,1
994150,1
994149,1
994133,0
994132,1
994148,0
994121,1
994124,0
994119,0
994127,0
994117,0
994116,0
994114,0
994115,0
994084,1
994107,0
994111,0
994092,0
994099,1
994103,1
994096,1
994090,0
994118,1
994106,0
994089,1
994069,1
994068,0
994073,1
994058,0
994052,1
994053,0
994041,1
994040,0
994043,0
994042,0
994081,0
994036,0
994020,1
994004,1
994005,0
994018,1
994014,1
994012,1
994013,0
994022,0
994027,0
994028,1
994006,0
993997,0
993995,0
994007,0
993988,1
993994,0
994010,0
994003,1
993977,1
993966,0
993948,0
993963,0
993962,0
993964,0
993980,0
993958,0
994060,0
993961,0
994054,1
994044,0
994051,1
994061,0
994056,0
994048,0
993950,0
993951,0
993933,0
993942,0
993925,0
993934,1
993940,1
993943,0
993945,0
993927,0
993936,0
993939,0
993932,0
993903,0
993907,1
993919,0
993908,0
993918,1
993923,0
993856,1
993846,0
993863,1
993877,0
993858,0
993860,0
993850,0
993845,0
993841,0
993893,1
993892,0
993833,0
993826,0
993842,1
993827,1
993900,0
993894,0
993816,1
993830,0
993834,1
993825,1
993793,1
993815,0
993885,1
993812,1
993905,1
993906,1
993895,0
993809,0
993813,0
993811,1
993821,1
993797,0
993801,1
993799,0
993803,0
993789,1
993790,1
993788,1
993791,1
993758,1
993753,1
993763,0
993766,1
993768,1
993764,1
993759,1
993777,1
993769,1
993780,1
993757,0
993779,0
993773,0
993776,0
993728,1
993754,1
993732,1
993744,1
993739,1
993726,1
993738,1
993721,1
993718,0
993700,0
993709,1
993702,0
993691,1
993694,0
993692,1
993695,1
993683,1
993672,0
993671,0
993688,0
993645,0
993653,0
993655,0
993647,1
993659,0
993651,0
993635,0
993646,1
993623,0
993630,0
993578,1
993626,0
993594,1
993560,1
993593,1
993590,0
993603,1
993596,0
993613,1
993604,1
993561,0
993586,0
993562,0
993567,0
993565,0
993579,1
993564,0
993574,1
993569,0
993599,1
993556,0
993546,0
993559,1
993553,1
993557,0
993550,1
993558,0
993515,0
993543,1
993524,1
993549,1
993484,0
993496,1
993502,1
993499,0
993491,0
993494,0
993478,0
993481,1
993513,1
993482,1
993503,1
993485,0
993500,1
993489,0
993507,1
993474,0
993475,1
993472,1
993476,0
993452,1
993430,0
993468,0
993458,0
993461,1
993420,0
993464,0
993454,0
993463,0
993429,0
993423,1
993428,0
993434,0
993398,1
993380,1
993395,1
993399,0
993375,1
993402,0
993403,0
993404,1
993414,1
993365,1
993367,0
993387,0
993386,1
993383,1
993379,1
993378,0
993362,1
993349,1
993323,1
993346,1
993344,0
993340,0
993335,0
993321,1
993331,1
993320,1
993312,0
993316,1
993315,1
993325,1
993353,1
993293,1
993299,0
993318,1
993324,1
993282,0
993296,1
993298,0
993272,1
993294,0
993287,0
993275,1
993267,1
993274,1
993280,0
993264,1
993253,0
993256,1
993258,0
993236,1
993249,0
993239,0
993251,0
993252,0
993238,0
993259,0
993250,0
993247,0
993233,1
993232,0
993225,1
993227,1
993223,0
993211,1
993210,1
993194,0
993217,0
993195,0
993200,1
993201,1
993199,0
993168,1
993178,1
993173,1
993179,0
993186,1
993161,0
993162,0
993163,1
993165,0
993134,0
993135,0
993141,1
993143,1
993132,0
993131,1
993119,0
993133,0
993144,0
993100,1
993098,1
993112,1
993104,1
993101,1
993102,1
993094,0
993084,0
993095,1
993085,0
993077,1
993070,0
993083,1
993089,1
993145,1
993074,0
993072,1
993057,0
993054,1
993045,1
993051,0
993056,1
993058,0
993061,0
993046,1
993048,1
993059,0
993023,0
993020,1
993041,0
993021,0
993029,0
993024,0
993019,0
993032,1
993018,1
993031,0
992979,0
992989,0
993016,1
993011,1
993013,1
992986,1
993007,0
993002,0
993001,1
992997,0
992975,1
993003,1
992993,0
993008,1
992991,1
992970,1
992967,0
992957,1
992917,0
992959,1
992916,1
992922,0
992935,0
992923,0
992918,1
992915,0
992926,0
992930,0
992927,0
992938,0
992932,0
992939,1
992945,0
992894,0
992903,0
992887,1
992891,1
992911,1
992921,1
992937,1
992893,0
992883,1
992856,1
992863,1
992864,0
992857,0
992861,1
992865,0
992858,1
992848,1
992850,0
992852,0
992844,0
992846,0
992842,0
992792,0
992826,1
992830,0
992831,0
992827,1
992843,0
992839,1
992835,1
992828,0
992793,1
992805,1
992806,1
992811,0
992791,0
992815,0
992814,0
992807,1
992776,0
992787,1
992796,0
992769,0
992778,1
992790,1
992753,0
992772,0
992749,1
992764,1
992763,0
992758,0
992743,1
992755,1
992744,0
992751,0
992745,1
992766,1
992714,0
992712,0
992713,0
992720,0
992715,0
992717,0
992723,1
992705,0
992676,0
992700,1
992697,0
992665,1
992687,0
992663,1
992669,1
992681,1
992688,1
992673,0
992680,1
992694,0
992667,1
992677,1
992670,1
992672,1
992666,1
992647,0
992686,0
992654,1
992658,1
992653,0
992644,1
992657,0
992639,1
992628,1
992615,0
992631,0
992619,0
992635,1
992643,1
992616,0
992640,0
992637,1
992613,0
992642,1
992611,1
992603,0
992604,0
992610,0
992579,0
992587,0
992572,0
992588,0
992582,0
992576,0
992575,0
992570,0
992577,1
992574,1
992567,1
992546,0
992521,0
992517,1
992522,0
992516,1
992526,1
992519,1
992533,1
992496,1
992479,0
992547,0
992505,0
992514,1
992551,1
992545,0
992544,1
992512,0
992509,1
992532,0
992492,1
992556,1
992489,0
992506,0
992499,1
992484,1
992490,0
992486,1
992480,1
992482,0
992501,0
992494,0
992471,1
992469,1
992451,0
992450,0
992455,1
992460,1
992470,0
992443,0
992389,0
992437,1
992435,1
992441,1
992404,1
992430,0
992418,1
992400,1
992388,0
992412,1
992414,1
992421,0
992433,1
992383,1
992423,1
992408,1
992415,0
992384,1
992442,0
992375,1
992358,1
992354,0
992367,1
992365,1
992349,0
992316,1
992335,1
992338,1
992336,1
992337,1
992344,1
992334,1
992298,1
992324,0
992325,1
992315,0
992333,1
992310,0
992301,1
992277,1
992297,1
992289,1
992288,1
992286,1
992287,1
992283,1
992281,1
992276,1
992261,1
992256,1
992240,0
992265,1
992233,1
992270,1
992229,1
992228,1
992235,0
992226,1
992197,1
992193,1
992207,0
992218,0
992211,1
992205,0
992209,1
992221,1
992203,1
992210,0
992186,0
992192,0
992200,0
992190,1
992191,1
992169,1
992165,1
992170,1
992196,1
992168,1
992164,1
992167,1
992189,1
992201,0
992184,0
992173,1
992176,0
992178,0
992151,1
992141,1
992158,1
992246,0
992159,0
992150,0
992152,0
992146,1
992143,0
992154,1
992127,0
992131,0
992135,1
992130,0
992129,0
992132,0
992139,1
992128,0
992117,0
992123,0
992126,0
992124,1
992110,1
992125,0
992103,0
992106,0
992121,1
992099,1
992101,1
992097,1
992061,1
992108,0
992058,1
992090,1
992063,1
